Title,class
"LOL! KEURIG CEO ले माफी मागे पछि ग्राहकहरु बहिष्कार र SMASH कफी निर्माताहरु ... दुर्भाग्यवश, माफी Keurig ग्राहकहरु को लागी होइन",0
"धान, गहुँ खेतीभन्दा लाभदायी पुष्प व्यवसाय",1
नेपालमा उत्पादित क्यान्सरविरुद्धको औषधिको माग विदेशमा,1
स्थानीय चुनावमा हार बेहोरेपछि इमरान खानले पीटीआईका सबै संरचना भंग गरे,1
"""दासप्रथा"" र ""नरसंहार"" को कारणले कोलम्बस दिवसको नाम परिवर्तन गर्न टाउन भोटहरू",0
"BREAKING: बैंक धोखाधडीको लागि DNC ह्याकर हटाइयो... इस्लामोफोबिया र ""अल्ट्रा राइट-विंग मिडिया"" लाई दोष दिन्छ",0
"NFL दुःस्वप्न जारी छ...स्याहक्स प्लेयर गिरफ्तारको क्रममा महिला अफिसरलाई गाली गर्ने भिडियोमा समातियो: ""के तपाई मसँग डराउनुहुन्छ?""...""मसँग धेरै पैसा छ जुन तपाईले भाँच्नु भएको छ""",0
कांग्रेस निर्वाचन समिति छलफल : २७ कात्तिकमा बाँकी वडा अधिवेशन,1
साफमा हार्ने छुट हामीलाई  छैन : प्रशिक्षक थापा,1
आइएसको आक्रमणबाट छ जनाको मृत्यु,1
२-० ले पछि परेको म्यानचेस्टरलाई जिताउन रोनाल्डोको निर्णायक गोल,1
यहाँ छ किन एलएल बीनलाई लोनी लेफ्टीहरूद्वारा बहिष्कार गरिएको छ र तपाईं यसको बारेमा के गर्न सक्नुहुन्छ!,0
BREAKING: डेमोक्रेटहरूले नराम्रो समाचार पाउँछन्... किन PA पुन: गणनाको मुद्दा निकाल्न त्यति सजिलो हुँदैन,0
"टकर कार्लसन: किन क्रूर MS-13 गिरोह (ओबामाको ""अनडकुमेन्टेड बच्चाहरू"") ISIS भन्दा धेरै ठूलो खतरा हो [भिडियो]",0
हेर्नुहोस्: डोनाल्ड ट्रम्पले रुसलाई अमेरिका विरुद्ध जासुसी गर्न र CNN लाई यसका लागि नल लगाए,0
लघु फिल्म प्रतियोगितामा 'द बास्केट' पहिलो,1
एपिसोड # 6 - ड्राइभ बाई वायर: 'सिरिया WMD Redux?' (भाग 1),0
ईपीएल फाइनल : चितवनलाई पोखराले दियो १ सय १२ रनको लक्ष्य,1
थोरै परीक्षणमा धेरै संक्रमित,1
" हेर्नुहोस्: फक्सले स्यान्डर्सलाई आक्रमण गर्छ, भन्छन् कि धनी बच्चाहरू नि: शुल्क कलेजको योग्य छन् किनभने 'तिनीहरूका अभिभावकहरूले कडा परिश्रम गरे'",0
अब कसैको पनि हिरासतमा ज्यान नजाओस् : गृहमन्त्री खाँण,1
" क्रिस्पी क्रेमे कार्यकर्ताले प्रहरीको सेवा गर्न अस्वीकार गरे: ""म पुलिस गर्दिन""",0
वेस्टर्न युनियनद्वारा बम्पर विजेतालाई दश तोला सुन,1
"फेस बुकको ""खुला-सीमाहरू"" मार्क जुकरबर्गले हवाई घरको वरिपरि ""दमनकारी"" ""अथाह"" पर्खाल निर्माण गर्दछ",0
मिशिगन पब्लिक हाई स्कूलले पृथक मुस्लिम शरिया प्रोम होस्ट गर्दछ,0
सुजित मैनालीको ‘सती’ सार्वजनिक,1
ट्रम्पले भर्खरै दाबी गरे एन्ड्र्यू ज्याक्सनसँग मनोवैज्ञानिक शक्तिहरू थिए र इन्टरनेट उहाँप्रति दयालु थिएन (ट्विट्स),0
पीएम कप : एपीएफको विजयी सुरुवात,1
नेपालले आज चोनबुरीको सामना गर्दै,1
"कर्म! हलिउड उदारवादीहरूले ट्रम्पलाई गाली गरे, त्यसैले गम्भीर कटौतीको लागि के भइरहेको छ?",0
सम्मेलनमा ट्रम्पलाई डिथ्रोन गर्ने प्रतिनिधिहरूको षड्यन्त्रको रूपमा GOP सिभिल वार ब्रुइंग,0
नेपाल बैंकमा रक्तदान कार्यक्रम सम्पन्न,1
शुक्रबारदेखि धरानमा अन्तर्राष्ट्रिय साहित्यिक सांस्कृतिक महोत्सव,1
 ट्रम्पले भर्खरै पेन्सिल्भेनियामा बाल यौन काण्डको बारेमा यो गफको साथ आफैलाई डुबायो,0
गर्भवती र नवजात शिशुको हेरचाहका लागि 'मेरो मम्मा' मोबाइल एप,1
अराजकताका लागि बाल्टिमोर कोष्ठकहरू: फ्रेडी ग्रे केसमा मिस्ट्रियल घोषणा गरियो,0
'Reaganomics' को लागि जिम्मेवार अर्थशास्त्रीले 2016 को चुनावी भविष्यवाणीलाई हास्यास्पद बनाउँछ,0
ओबामाकेयर गर्भनिरोधक जनादेशको पालना नगरेकोमा पोपले ओबामा शासन नन्सलाई भेट्छन्,0
पद्मसुन्दरको ‘हिति प्रणाली’ सार्वजनिक,1
सुनको मूल्य ७ सय बढ्यो ,1
भारतमा २ लाख ७१ हजार संक्रमित थपिए,1
"यहाँ संक्षेपमा GOP बहस छ, र यो एक निरपेक्ष क्लस्टरफ * सीके हो (भिडियो)",0
"गम्भीर हार्ने, वार-हक जोन म्याककेनले सिरियाली रासायनिक आक्रमणको लागि राष्ट्रपति ट्रम्पलाई दोष दिए [भिडियो]",0
मृत्यु प्यानल? प्रिन्सेटन प्रोफेसर असक्षम बच्चाहरूलाई मार्न चाहन्छन् र ओबामाकेयरले यसको लागि तिर्न चाहन्छन्,0
मैथिली साहित्यकार सभामा ११ स्रष्टा सम्मानित,1
"‘सिरिजङ्गा, फाल्गुनन्द र इमानसिंह चेम्जोङका लेखोट’ पुस्तक सार्वजनिक",1
बन्दुक हुन नसकेका कारण बन्दुकहरू मुद्दा हालिरहेका छन्...जेलमा,0
" ट्रम्पले पुटिनलाई सन्देश पठाउँछन्: ""रसिया, यदि तपाइँ सुन्दै हुनुहुन्छ ... मलाई आशा छ कि तपाइँ हराएको 30,000 इमेलहरू फेला पार्न सक्षम हुनुहुन्छ"" [भिडियो]",0
" स्काउन्डरेल हिलारी समर्थकले ""ट्रम्पलीक्स"" अभियान सुरु गरे...बेताब कदम!",0
विशेष स्वास्थ्य उपचारका लागि शिविरकै भर,1
"युरोप क्र्यास र बर्न्स, जब EU अधिकारीहरूले अन्ततः ""शरणार्थीहरू"" को बारेमा गोप्य स्वीकार गरे जुन उनीहरूले केही समयको लागि थाहा पाएका थिए।",0
"Breaking: उत्तर कोरियाले ""शत्रुतापूर्ण कार्य"" को लागी अमेरिकी विद्यार्थीलाई पक्राउ गर्‍यो",0
ब्रेकिंग: यूट्यूबमा पोस्ट गर्न ड्रामा सिर्जना गर्नका लागि परिचित ट्रम्प विरोधी मुस्लिमलाई डेल्टा उडानबाट हटाइयो ... भेदभावको चिच्याए [भिडियो],0
साफ महिला च्याम्पियनसिप : बंगलादेशविरुद्ध इतिहास नेपालको पक्षमा,1
‘घुमाउँदै धरान सहर’ म्युजिक भिडियो,1
रिपब्लिकनहरूले घमण्डी जिमी किमेललाई कहिल्यै हेर्दैनन् उसले उनीहरूको बारेमा के भने पछि,0
"दोस्रो जुम्ल्याहा यौन उत्पीडनको केस...मोहम्मद हुसेन I. Eldai ले ""मानसिक रूपमा विक्षिप्त"" महिलाको यौन दुर्व्यवहारको लागि गम्भीर आरोपको सामना गर्यो",0
चिनियाँ सेनालाई भारतीय सेनाप्रमुखको चेतावनी: सीमाक्षेत्र नछाडे हामी पनि त्यहीँ रहन्छौँ,1
तनहुँको आँबुखैरेनीमा नबिल बैंकको शाखा सञ्चालन,1
"LOL! ओबामाको कट्टरपन्थी EPA प्रमुख भन्छन् त्यहाँ ""कोइलामा युद्ध"" थिएन ... तर उफ्... उनको पछाडिको पोस्टरले भनेको होइन!",0
जाडोयाम सुरु भएसँगै अस्पतालमा डेंगुका बिरामी घटे,1
नेशनल लाइफले सात तले भवन निर्माण गर्ने,1
ब्रेकिंग: स्किजोफ्रेनिक कमाण्डर इन चीफले आणविक इरानको बिरूद्ध रक्षा गर्न 10 थप युद्धपोतहरू पठाए जब उनीहरूसँग एकपक्षीय सम्झौता कटौती गर्न काम गर्दै,0
जिस्केको हैन! सिनेटर जोन म्याककेन र हिलारी रक्सी पिउने प्रतियोगितामा हेड टु हेड गए [भिडियो],0
 फेक न्यूज वीक: मुख्यधाराको मिडिया - छाप्नका लागि उपयुक्त हुने सबै फेक न्यूज,0
"वाह! Wig को रंग वर्णन गर्न Walmart वेबसाइटमा ""N"" शब्द प्रयोग गरियो",0
पर्दाफाश: फक्स न्यूजले सेठ रिच षडयन्त्र सिद्धान्तमा नक्कली समाचार प्रसारित गर्न ट्रम्पसँग काम गर्‍यो,0
फ्लोरिडाका डाक्टर हिलारीलाई भोट गर्ने योजना गर्ने पुरुषहरूको लागि मेडिकल उपचार प्रस्ताव टिभी विज्ञापन चलाउँदा आगोमा [भिडियो],0
सुडानमा ‘सैन्य कु’ : प्रधानमन्त्री र मन्त्रीहरू गिरफ्तार,1
"ओबामाको जातिवाद जार, ""रिभरेन्ड"" अल शार्प्टनले संघीय पुलिस बलको लागि आह्वान गरे",0
राष्ट्रपति ट्रम्पको चलिरहेको पेन्टागन भाषण र व्हाइट हाउस समारोहको साथ 9-11 आक्रमणहरूको स्मरण [भिडियो],0
राष्ट्रपति ट्रम्प किनमेल गर्न जान्छ ... उहाँ हिट हुनुहुन्छ!,0
डेमोक्र्याट र मिडिया सहयोगीहरूले कालो GOP उम्मेद्वार ब्याकफायरलाई कुचल्ने प्रयास गरे: कार्सनले प्रत्येक राष्ट्रिय मतदानमा ट्रम्पलाई पिट्यो,0
अविश्वसनीय: कालो मतदाताहरूको बारेमा ट्रम्पको घृणित टिप्पणी,0
न्यादी हाइड्रोपावरको आईपीओ बाँडफाँट,1
प्रदेश सरकारहरू तरंगित,1
कर्णालीमा ‘स्याउ तथा ओखर विकास बोर्ड’ गठन गर्न विज्ञको प्रस्ताव,1
चुनाव चोरी…चकित पार्ने सीबीएस रिपोर्टले देखाउँछ कि कसरी कसैले $१५ को लागि भोट ह्याक गर्न सक्छ…भिडियोले प्रणालीलाई रिग गर्न कत्तिको सजिलो छ भनेर देखाउँछ,0
डोनाल्ड ट्रम्पले भर्खरै एक ट्वीटमा पुन: गणनाको बिरूद्ध सबै तर्कहरू नष्ट गरे,0
अर्थमन्त्रीहरू कन्जुस हुँदा अर्थतन्त्रमा स्फूर्ति आएन : सांसद महत,1
निर्माण व्यवसायी विकासका साझेदार : मन्त्री नेम्वाङ,1
"सेयर धितोमा साना कर्जा बढे, ठूला घटे",1
 सेन्क उइगुरले सेतो राइट-विंग विशेषाधिकारमा स्म्याकडाउन राख्छ (भिडियो),0
कोरोनाको नयाँ स्वरूप फेला पर्न सक्ने भन्दै सतर्कता अपनाउन आग्रह,1
साउदी विमानस्थलमा ड्रोन हमलामा १० जना घाइते,1
"ब्ल्याक लाइभ्स म्याटर आयोजकहरू ह्याक गरिएका सन्देशहरूले ""GOP कन्भेन्सन बन्द गर्ने"" योजनाहरू देखाउँछन्... ""ट्रम्पलाई अवरोध गर्दै"" र ""मार्शल ल""",0
"यथार्थवादी परिप्रेक्ष्य: राष्ट्रपति ट्रम्प, कसरी र किन ...",0
वायोमिङ प्राइमरीमा बर्नी स्यान्डर्स विजयी,0
"राष्ट्रिय सुरक्षा सल्लाहकारले नक्कली समाचारको लागि लिबरल प्रेसलाई बोलाउनुभयो: ""कथा ... गलत छ"" [भिडियो]",0
साफ यू–१७ को समूह विभाजन,1
सत्यमोहन जोशी स्टुडियो थिएटरमा ‘देउराली डाँडी’ मञ्चन हुँदै,1
आर्मी बीबीसीको सामना गर्दै,1
डेनमार्क र ट्युनिसियाको बराबरी,1
चीन ड्रोन ड्रामा ट्रम्पको पहिलो ट्वीट भन्दा पहिले समाप्त भएको थियो - यदि उसले इंटेल ब्रीफिंगहरू पाएको भए उसलाई थाहा हुने थियो,0
हेर्नुहोस्: संसदमा भाषण दिँदा स्तनपान गराएको भिडियो भाइरल भएको दुई दिनपछि अष्ट्रेलियाली सिनेटरले राजीनामा दिन बाध्य,0
दूधमा आत्मनिर्भर बनाउन उन्नत जातको गाई वितरण,1
खोप लगाउँदैमा तेस्रो चरण रोक्न सकिन्छ भनेर भ्रम पाल्नुहुन्‍न : डा. शरद वन्त,1
"किन दुखद हारेका ओबामा ""रूसी ह्याकरहरू"" कथा प्रयोग गर्दैछन् भन्ने बारे सत्य [भिडियो]",0
जिम्मी कार्टर ट्रम्पको दयनीय उद्घाटनको लागि देखाउने एकमात्र पूर्व राष्ट्रपति हुन सक्छ,0
 वाह! के भयो जब कसैले बेयोन्सको जातिवादी बहिनीलाई कन्सर्टमा बस्न सोध्यो?,0
"भारतमा एकैदिन ९३ हजारभन्दा बढीलाई कोरोना, ५ सयको मृत्यु",1
फिल्म ‘भगवत् गीता’मा धिरज अनुबन्धित,1
गोपनियतामाथिको लडाइँ: किन एप्पलको बिरूद्ध एफबीआईको मुद्दा झर्दैछ,0
खनाल–नेपाल समूह ओलीका निर्णयविरुद्ध संगठित हुने,1
रियो ओलम्पिकको उद्घाटन समारोहमा एउटा ठूलो सन्देश थियो जसले कन्जरभेटिभहरूको मुखमा फोम बनायो,0
असफल GOP उम्मेद्वारहरू प्रफुल्लित ठट्टा स्तुतिमा सम्झिए (भिडियो),0
दूरसञ्चार सेवासम्बन्धी गुनासोहरु सम्बोधन गरिने मन्त्री गुरुङको प्रतिबद्धता,1
‘एनदर वर्ल्ड’ मा सृष्टि र सुरेश,1
निर्मल पुर्जाको ‘बियोन्ड पसिबल’ नेपालीमा आउने,1
रगत परीक्षण गर्ने उपकरण हस्तान्तरण,1
 EP #15: प्याट्रिक हेनिङ्सेन लाइभ - अतिथि कालेब माउपिनसँग 'अमेरिकी उदारवादको संकट',0
"ओह, कसरी ह्यान्डसम पतन भएको छ: गेनेसभिल 'हट कप' केही नाजी प्रवृत्तिहरू लुकाउन बाहिर निस्कन्छ",0
कुम्डी गाउँमा १६ करोड लगानीमा स्याउ बगैंचा,1
"शीर्ष अमेरिकी जासूस एजेन्सीले ""प्रमाणको अभाव"" को कारणले CIA को 'रूसी ह्याकिंग' मूल्याङ्कनलाई समर्थन गर्न अस्वीकार गर्यो।",0
जेम्स कोमीले अब के गर्ने भनेर सबैजना सोचिरहेका छन्,0
भारतमा दैनिक सङ्क्रमितको सङ्ख्या फेरि घट्यो,1
के हुन्छ यदि 20 मिलियन अवैध विदेशीहरूले अमेरिका छोडे?,0
चीनमा राष्ट्रिय उर्जा बचत सप्ताह,1
धन्यवाद ओबामा! शीर्ष 700 स्कूल डिस्ट्रिक्टहरूमा आधा विद्यार्थीहरू आप्रवासी परिवारका हुन्… 30% अवैध विदेशीहरू हुन्,0
'म तपाईंसँग वार्ता गरिरहेको छैन' ट्रम्पले उत्तर कोरियाको बारेमा सीबीएस रिपोर्टरलाई आलोचना गरे [भिडियो],0
"अर्बपति रिचर्ड ब्रान्सनले ट्रम्पको बारेमा मौनता तोडे, उनको 'स्वभाव' (TWEETS) को बारेमा सत्य उजागर गरे",0
"रिपब्लिकनहरूले ओबामाकेयर खारेज गर्न ट्रम्पको सपनालाई मार्छन्, डेमोक्र्याटहरूसँग काम गर्न तयार छन् (विवरण)",0
"निओकन दुःस्वप्न: ट्रम्प ""विदेशी देशहरूसँग मिल्न"" चाहन्छन्",0
"कानूनविहीन: मुस्लिम हिंसा र यी युरोपेली देशहरूमा आत्मसात गर्न इन्कारले ""शरिया-कानून"" नो-गो जोनहरूमा नेतृत्व गरेको छ [भिडियो]",0
भिमकुल सहकारीद्वारा २५ करोड भन्दाबढि ऋण लगानी,1
पाकिस्तानमा वर्षाका कारण मृत्यु हुनेको सङ्ख्या १९६ पुग्यो,1
कवि प्राचीनको कवितासंग्रह ‘प्वाँख’ बजारमा,1
‘उचाइ’ को विशेष प्रदर्शन,1
पाँच किलोमिटर दौडमा सन्तोष पहिलो,1
बङ्गलादेशले नेपालसँग ५० मेगावाट बिजुली खरिद गर्ने,1
एरिक ट्रम्प: हिस्प्यानिकहरू मेरो बुबालाई चुनाव जित्नको लागि 'पर्खन सक्दैन' (अडियो),0
जिल्ला अस्पताल लमजुङमा विरामीको चाप बढ्दो,1
" बूम! ट्रम्पले ओबामा दलदललाई हटाउनुभयो... उद्घाटन दिनमा सबै राजदूतहरूलाई ""अपवाद बिना"" पद खाली गर्न आदेश",0
"क्याथोलिकहरूले डोनाल्ड ट्रम्पको प्रशंसा गाउनुपर्दछ जब उनले साहसपूर्वक जीवनको रक्षा गरे, जबकि हिलारी बर्बर आंशिक-जन्म गर्भपातको लागि समर्थन स्वीकार गर्न बाध्य भए।",0
सबै निकायसँग समन्वय गर्छौं : सीसीएमसी कार्यकारी प्रमुख शर्मा,1
"डिजिटल ट्याब्लोइड्स, नार्को-मेम्स र द लीग अफ छायाँ: बॉयलर रुम EP #136",0
शीर्ष नेताहरुद्वारा जोशीप्रति श्रद्धाञ्जली (फोटो फिचर),1
भारतको रोमाञ्चक जित,1
"दलदल नाली! कर्मचारीहरूलाई ""समावेश गरिएको"" ...""सल्लाहकार निकायहरू"" = घोटाला महसुस गर्न EPA लाखौं बर्बाद गर्दछ",0
फ्रान्सलाई हराउँदै अर्जेन्टिना च्याम्पियन,1
बेइजिङको वायुमण्डल अत्यधिक प्रदूषित ,1
१४ हजार ७ सय शिक्षकको पदपूर्ति र बढुवा अनिश्‍चित,1
"सोरोस-वित्त पोषित शिक्षाको साथ आप्रवासी, जसले DC वकिलको रूपमा प्रति वर्ष $ 1.5 मिलियन कमायो, पत्नी कल्याणमा $ 100,00 भन्दा बढी सङ्कलन गर्दा पक्राउ परेपछि ""अफ्रिकामा कतै"" भागे [भिडियो]",0
२४ घण्टामा थप चारजनामा कोरोना पुष्टि,1
भारतमा कोरोनाबाट थप झण्डै १९ हजार सङ्क्रमित,1
५४ वर्षपछि सुविधा सम्पन्न बन्यो फाप्लु अस्पताल,1
"[भिडियो] दुई पटकको कालो ओबामा मतदाताले कुटपिट गरे: “म ठगिए, मलाई ठगियो। मैले उनलाई दुईपटक भोट दिएँ । म ट्रम्पलाई भोट गर्दैछु""",0
"कसरी BUZZFEED ले सोशल मिडिया ""समाचार"" फिडहरू प्रयोग गर्दैछ सेतो बच्चाहरूलाई आफैलाई घृणा गर्न सिकाउन",0
"रिपब्लिकन सिनेटर ल्यान्डस्केपरलाई फावडा, 'अन्य ल्यान उपकरण'ले आक्रमण गरेपछि पक्राउ गरियो (भिडियो)",0
शीतभण्डार सञ्चालनपछि किसान हर्षित,1
टेड क्रुजले अमेरिकामा आतंकवादी सम्बन्ध भएका शरणार्थीहरू ल्याउने योजनामा तत्काल रोक लगाउन माग गर्दछ।,0
क्लासलेस क्लिन्टनहरूले लेट नाइट शोहरूमा ट्रम्पको बिरूद्ध समन्वित झूट बोल्छन्: ट्रम्प एक तानाशाह हुन् [भिडियो],0
यो महिला एक नायक हो: ट्रम्प सरोगेट ओबामा द्वारा बिर्सिएको परिवारको नेतृत्व गर्दछ [भिडियो],0
तपाईंका बच्चाहरू यस पतनमा 'स्कूल सैतान क्लबहरू पछि' उपस्थित हुन सक्छन् - र यो सबै इसाईहरूको गल्ती हो,0
अमेरिकामा शुक्रबार आएको आँधीबाट छ जनाको मृत्यु,1
एट्लेटिको र सोसिडाडको बराबरी,1
नेपालको राजनीतिक अस्थिरताबारे सिलवालको किताब बजारमा,1
"कुनै अचम्मको कुरा होइन कि उहाँ मुस्कुराउनुभएको छ: मिशिगनको सबैभन्दा लिबरल कलेज पुरस्कार अध्यक्षको तलब $ 772,500 मा बढ्यो",0
काँग्रेसको चुनावी घोषणापत्र तयारी समितिमा २७ सदस्य मनोनित,1
MSNBC होस्टले अमेरिकाको वास्तविक 'शत्रु' मा बमबशेल छोड्छ; ट्रम्प रिसाए (भिडियो),0
बुटवलमा दशैँ सस्तो बजार सुरु,1
 डोनाल्ड ट्रम्पको ट्रिलियन डलरको बम,0
सासू–बुहारीको कथा चलचित्र  ‘आमा’,1
"LOL! आजीवन राजनीतिज्ञ जसले GOP प्राइमरीहरूमा मतदाताहरूबाट २% समर्थन पाएका थिए CBS भन्छन्: ""मलाई थाहा छैन 'अमेरिका पहिलो' भनेको के हो"" [भिडियो]",0
हेर्नुहोस्: क्याथी ग्रिफिनले महिलाहरूप्रति ट्रम्पको अपमानलाई पूर्ण रूपमा जवाफ दिन्छन्,0
बाँकेलाई प्रदेशस्तरीय राष्ट्रपति रनिङ शिल्ड उपाधि,1
BLUNT MEME जबरजस्ती सरकार र परोपकारी दान बीचको भिन्नता उजागर गर्दछ,0
रसियाद्वारा चेक गणतन्त्रका २० कुटनीतिज्ञ निष्काशित,1
एकलाख डोज फाइजर खोप सोमबार नेपाल आइपुग्‍ने,1
हिलारीले ओबामासँगको अभियान कार्यक्रमलाई ट्रम्पको जन्मजात विगतलाई पूर्ण रूपमा रोस्ट गर्न प्रयोग गरे (भिडियो),0
सन्दीपलाई सात दिन हिरासतमा राख्न अनुमति,1
"पहिलो चरणको सैन्य हमला समाप्त, डाेनबास स्वतन्त्र गर्न केन्द्रीत हुँदै रूसी सेना",1
मञ्जुश्रीको कुमारीपाटीमा शाखा,1
ताप्लेजुङका गजलकार लेकाली कान्छा पुरस्कृत,1
घट्यो सुनचाँदीको मूल्य,1
दाम्रीगाडको पुल निर्माणमा ढिलाइ,1
"८७ अंक बढ्यो नेप्से, डेढ दर्जन कम्पनीको मूल्यमा १० प्रतिशत वृद्धि",1
‘जनतालाई मेरो आवश्यकता खड्किएको छ’,1
"कर्पोरेट अमेरिकामा सबैभन्दा घृणा गर्ने मानिस स्कारामुचीको जागिर चाहन्छ, किन होइन?",0
"बूम! सानो अलाबामा टाउनले लक्ष्यमा लिन्छ: कुनै पनि पुरुषले महिला शौचालय प्रयोग गर्ने, कोठा परिवर्तन गर्दा जरिवाना वा जेल सजाय हुनेछ",0
चारलाख दुई हजार युक्रेनी जनता रुसकाे शरणमा,1
राष्ट्रियसभा निर्वाचनकाे उम्मेदवारी दर्ता मंगलबार,1
 कांग्रेस ओबामाको 'पछाडिको ढोका' बन्दुक कब्जामा नक-आउट मुक्का सम्झौता गर्न लागेको छ... बन्दुक मालिकहरू हर्षोल्लास गरिरहेका छन्!,0
ट्रम्पले आफ्नो वार्षिकोत्सव कभर गर्ने लेखकलाई आक्रमण गरे: 'उनी जबरजस्ती आफ्नो जिब्रो मेरो घाँटीमा राख्दै थिए',0
शक्तिको पछाडि विकास कुद्ने परम्परा अन्त्य हुन्छ : मन्त्री झाँक्री,1
"एमसीसी अघि बढाउन प्रधानमन्त्रीले खोजे दलहरूको साथ, सभामुखको आलोचना",1
संयुक्त मोर्चा निर्माणको कोसिस : दाहाल-नेपालसहितका नेता राजनीतिक ध्रुविकरणको पक्षमा,1
चार हजार निजामती कर्मचारीको पदपूर्ति अवरुद्ध,1
हेर्नुहोस्: बिल महर प्रफुल्लित रूपमा स्वतन्त्रतावादीहरूलाई उनीहरूको राष्ट्रपति पदको उम्मेदवारको अनुहारमा खिल्ली उडाउँछन्,0
'हिजोआजका कुरा'को गीत 'परदेश' सार्वजनिक,1
क्रिस्चियन कट्टरपन्थी ए**होलले वेटरलाई टिपको लागि फोहोर चाल छोड्छ (छविहरू),0
"असार बित्यो, देशभर ६० प्रतिशत मात्र रोपाइँ",1
अन्तिम अनादर: VA ले पशु चिकित्सकहरूबाट श्रेडरमा असक्षमता दावीहरूसँग सम्बन्धित मेल पठायो,0
"POLITICO डाउनग्रेड अमेरिका: जर्मनीको ""खुला-सीमा"" एन्जेला मर्केल ""स्वतन्त्र संसारको नेता"" अमेरिकी विरोधी हेडलाइनमा घोषणा गर्दछ",0
भारतलाई हराउँदै फाइनल पुग्ने नेपालको योजना,1
"UFC लडाकु र पूर्व अमेरिकी विशेष बल स्नाइपरले एफबीआई सुरक्षा प्रस्ताव गरे पछि ISIS ले उसको विरुद्ध ""विश्वसनीय धम्की"" बनायो ... उसको प्रतिक्रिया अमूल्य छ [भिडियो]",0
एरिक होल्डरले भर्खरै प्रफुल्लित रूपमा ट्रम्पलाई अर्पाइओमा बोलाए: ओबामाले मलाई केस छोड्न कहिल्यै भनेनन्,0
"""F*ck ट्रम्प! F*ck गोरा मानिसहरू!” लेफ्टी जज जीनिनमा पागल हुन्छ...उनी वाक स्वतन्त्रतामा अनभिज्ञ छिन् भनेर प्रमाणित गर्छ [भिडियो]",0
मंसिर २९ देखि विराट एक्स्पो हुने,1
मालीका द्वन्द्व प्रभावित नागरिकलाई संयुक्त राष्ट्रसङ्घको सहयोग,1
" यदि यो मिसौरी सिनेट उम्मेद्वार वास्तविकका लागि हो भने, उहाँ एक वास्तविक सबहुमन स्कम्बग हुनुहुन्छ",0
बाढी पहिरोका कारण सुडानका छ राज्यमा आपतकाल घोषणा,1
" LOL! WHOOPI GOLDBERG न्युट गिंगरिचसँग अन्तर्वार्ताको क्रममा ठूलो झूट बोल्दै समातियो, जसरी दृश्य ह्याक्सले राष्ट्रपति ट्रम्पलाई ""झूटो"" प्रमाणित गर्ने प्रयास गरे [भिडियो]",0
आकाशिँदो मूल्यले हिमाली जिल्लाका उपभोक्ता मर्कामा,1
" फ्ल्यासब्याक भिडियो: जेसी ज्याक्सनले कालो, अल्पसंख्यकहरूलाई कर्पोरेट अमेरिकामा ल्याउने उनको प्रतिबद्धताको लागि डोनाल्ड ट्रम्पको प्रशंसा गरे।",0
कथाकार पौडेल पुरस्कृत,1
खेलाडी उत्पादनमा सहयोग पुर्‍याउन फुटबल प्रतियोगिता,1
"कृषक अघिअघि, अनुसन्धान पछिपछि....",1
‘गोज्याङ्ग्रे’ का ६ कृति सार्वजनिक,1
"मुस्लिम केटाको ""घडी"" को चित्र देखाइयो र यो के हो भनेर सोध्दा कलेजका विद्यार्थीहरूले कस्तो प्रतिक्रिया दिन्छन् हेर्नुहोस्",0
 अब जारेड कुशनरका काकाले पनि ट्रम्पलाई चीनमा घर जग्गा बेच्न प्रयोग गरिरहेका छन्,0
चलचित्र  क्षेत्रको सुधारमा लाग्नेछु : केसी,1
ट्रम्पले भर्खरै भने कि हिलारीलाई यौन शिकारी भनेर चिनिएको कारण हो,0
त्रिचन्द्र अगाडि नेविसंघ र प्रहरीबीच झडप,1
रुडी जिउलियानी: ट्रम्पले हिलारीलाई मार्न भनेका थिएनन् किनभने मानिसहरूले पर्याप्त उत्साह दिएनन् (भिडियो),0
मीराको ट्रेलर सार्वजनिक,1
उपत्यकाको मुख्य सडकमै भूमिगत लाइन विस्तार चुनौतीपूर्ण,1
के हिलारी क्लिन्टनले बर्नी स्यान्डर्सका नातिनातिनाहरूको गम्भीर आलोचना गरे? (भिडियो),0
नेतृत्व लिन दौडधुपमा महिला,1
न्यायाधीश जीनिन रिप्स डेमोक्रेटहरू: डेमोक्र्याटहरूले अल्पसंख्यकहरूका लागि के गरेका छन्? [भिडियो],0
सिँचाइका लागि झोलुङ्गे पुल,1
ब्रेकिङ: ट्रम्पले सिरियामा हवाई आक्रमण गरेपछि पुटिनले आक्रामक सैन्य कदम चालेका छन्,0
कार्यकारिणी समितिमा धारणा राख्न पाउन थापाको माग,1
"ओबामाले 86,000 गैरकानूनी विदेशीहरूको आपराधिक रेकर्डहरू लुकाइरहेका छन् जसले अमेरिका भरका शहरहरू, साना समुदायहरूमा सडकमा हिंड्न जारी राख्छन्।",0
कोसी करिडोर प्रसारण लाइनको पहिलो प्याकेज पूरा,1
विश्व नृत्य दिवस : नृत्य विधा  सृष्टिकै सुन्दर  उपहार,1
थारु संगठन र सरकारी वार्ता टोलीबीच पहिलो चरणको वार्ता सम्पन्‍न,1
स्रोतहरू: राष्ट्रपति ओबामा यस हप्ता आधिकारिक 2016 अनुमोदन गर्न सेट,0
